Date,Symbol,Open,High,Low,Close,Volume BTC,Volume USD,Date_Unix,Spread High-Low,Spread Close-Open,delta_Open,delta_High,delta_Low,delta_Close,delta_Spread High-Low,delta_Spread Close-Open,delta_Volume BTC,delta_Volume USD,MA_Close_24,MA_V_BTC_24,MA_Close_240,MA_V_BTC_240
2017-12-20 07-PM,BTCUSD,16929.98,16985.0,16510.01,16857.45,2154.52,36147021.54,1513796400000000000,474.99,-72.53,1.0,45.0,-95.99,-72.53,140.99,-73.53,1306.08,21900826.55,17075.40625,1897.583333,17731.385917,1164.076875
2017-12-20 08-PM,BTCUSD,16857.45,16899.0,16648.0,16743.61,1041.44,17456331.19,1513800000000000000,251.0,-113.84,-72.53,-86.0,137.99,-113.84,-223.99,-41.31,-1113.08,-18690690.35,17031.84,1847.367083,17736.137542,1163.583625
2017-12-20 09-PM,BTCUSD,16743.61,16743.62,16249.14,16370.12,1422.3,23433876.91,1513803600000000000,494.48,-373.49,-113.84,-155.38,-398.86,-373.49,243.48,-259.65,380.86,5977545.72,16997.26125,1703.362917,17742.419,1159.073708
2017-12-20 10-PM,BTCUSD,16370.12,16493.16,15693.97,16396.01,3403.03,54818245.19,1513807200000000000,799.19,25.89,-373.49,-250.46,-555.17,25.89,304.71,399.38,1980.73,31384368.28,16953.340833,1738.851667,17748.693,1165.957875
2017-12-20 11-PM,BTCUSD,16396.01,16600.0,16200.0,16496.9,1220.22,20084693.1,1513810800000000000,400.0,100.89,25.89,106.84,506.03,100.89,-399.19,75.0,-2182.81,-34733552.09,16897.43125,1738.752083,17753.721708,1146.746125
2017-12-21 12-AM,BTCUSD,16496.9,16794.95,16450.0,16719.33,1083.45,17995852.19,1513814400000000000,344.95,222.43,100.89,194.95,250.0,222.43,-55.05,121.54,-136.77,-2088840.91,16889.486667,1556.1475,17758.510542,1143.315917
2017-12-21 01-AM,BTCUSD,16719.33,16719.93,16502.0,16550.0,635.08,10539125.72,1513818000000000000,217.93,-169.33,222.43,-75.02,52.0,-169.33,-127.02,-391.76,-448.37,-7456726.47,16890.236667,1356.13875,17760.141833,1132.38175
2017-12-21 02-AM,BTCUSD,16550.0,16709.99,16392.19,16447.51,934.23,15490108.41,1513821600000000000,317.8,-102.49,-169.33,-9.94,-109.81,-102.49,99.87,66.84,299.15,4950982.69,16847.507917,1239.008333,17758.693958,1122.95275
2017-12-21 03-AM,BTCUSD,16447.51,16950.5,16200.0,16950.49,1246.51,20631704.27,1513825200000000000,750.5,502.98,-102.49,240.51,-192.19,502.98,432.7,605.47,312.28,5141595.86,16846.277917,1225.596667,17759.996083,1110.16675
2017-12-21 04-AM,BTCUSD,16950.49,17158.34,16851.0,16949.99,1326.8,22547328.46,1513828800000000000,307.34,-0.5,502.98,207.84,651.0,-0.5,-443.16,-503.48,80.29,1915624.19,16840.23875,1232.472083,17761.662667,1106.409125
2017-12-21 05-AM,BTCUSD,16949.99,16950.0,16720.1,16870.01,637.58,10755331.64,1513832400000000000,229.9,-79.98,-0.5,-208.34,-130.9,-79.98,-77.44,-79.48,-689.22,-11791996.82,16848.933333,1220.488333,17762.896042,1105.5575
2017-12-21 06-AM,BTCUSD,16870.01,17249.0,16829.0,17222.88,602.89,10294347.32,1513836000000000000,420.0,352.87,-79.98,299.0,108.9,352.87,190.1,432.85,-34.69,-460984.32,16880.872917,1165.418333,17764.041375,1102.859333
2017-12-21 07-AM,BTCUSD,17222.88,17364.57,17021.64,17215.02,716.29,12337782.12,1513839600000000000,342.93,-7.86,352.87,115.57,192.64,-7.86,-77.07,-360.73,113.4,2043434.8,16908.515833,1149.577917,17765.562333,1102.810042
2017-12-21 08-AM,BTCUSD,17215.02,17215.02,16865.0,16950.04,457.35,7771478.08,1513843200000000000,350.02,-264.98,-7.86,-149.55,-156.64,-264.98,7.09,-257.12,-258.94,-4566304.04,16902.350833,1139.975833,17766.287833,1102.009917
2017-12-21 09-AM,BTCUSD,16950.04,17070.0,16899.0,16960.91,166.32,2827345.83,1513846800000000000,171.0,10.87,-264.98,-145.02,34.0,10.87,-179.02,275.85,-291.03,-4944132.25,16898.588333,1131.426667,17767.121458,1100.230958
2017-12-21 10-AM,BTCUSD,16960.91,16960.91,16608.31,16732.37,404.82,6774693.38,1513850400000000000,352.6,-228.54,10.87,-109.09,-290.69,-228.54,181.6,-239.41,238.5,3947347.55,16871.240417,1122.864583,17766.832792,1100.481542
2017-12-21 11-AM,BTCUSD,16732.37,16851.49,16601.0,16753.64,338.57,5662694.07,1513854000000000000,250.49,21.27,-228.54,-109.42,-7.31,21.27,-102.11,249.81,-66.25,-1111999.31,16842.817083,1122.305,17767.428375,1100.138542
2017-12-21 12-PM,BTCUSD,16753.64,16899.47,16720.0,16797.9,308.52,5187770.11,1513857600000000000,179.47,44.26,21.27,47.98,119.0,44.26,-71.02,22.99,-30.05,-474923.96,16797.314167,1107.43875,17767.312167,1099.412333
2017-12-21 01-PM,BTCUSD,16797.9,16797.9,16300.0,16353.72,794.8,13138595.08,1513861200000000000,497.9,-444.18,44.26,-101.57,-420.0,-444.18,318.43,-488.44,486.28,7950824.97,16763.3025,1099.389583,17766.121958,1097.879458
2017-12-21 02-PM,BTCUSD,16353.72,16541.0,16133.0,16149.63,966.98,15805708.34,1513864800000000000,408.0,-204.09,-444.18,-256.9,-167.0,-204.09,-89.9,240.09,172.18,2667113.26,16718.139167,1106.294583,17764.249542,1097.550458
2017-12-21 03-PM,BTCUSD,16149.63,16200.0,15350.0,15699.99,3017.84,47808157.09,1513868400000000000,850.0,-449.64,-204.09,-341.0,-783.0,-449.64,442.0,-245.55,2050.86,32002448.75,16685.33625,1162.377917,17760.041167,1106.17425
2017-12-21 04-PM,BTCUSD,15699.99,16002.27,15555.0,15768.0,1895.26,29915256.78,1513872000000000000,447.27,68.01,-449.64,-197.73,205.0,68.01,-402.73,517.65,-1122.58,-17892900.31,16658.936667,1154.91,17756.36625,1110.277125
2017-12-21 05-PM,BTCUSD,15768.0,15900.0,15151.0,15445.0,2300.44,35560171.55,1513875600000000000,749.0,-323.0,68.01,-102.27,-404.0,-323.0,301.73,-391.01,405.18,5644914.77,16597.104167,1163.486667,17751.820417,1115.933042
2017-12-21 06-PM,BTCUSD,15445.0,15678.0,15322.34,15509.74,1557.72,24152941.68,1513879200000000000,355.66,64.74,-323.0,-222.0,171.34,64.74,-393.34,387.74,-742.72,-11407229.87,16537.9275,1193.04,17746.986042,1119.128625
2017-12-21 07-PM,BTCUSD,15509.74,15573.0,15200.0,15457.93,1473.21,22691540.44,1513882800000000000,373.0,-51.81,64.74,-105.0,-122.34,-51.81,17.34,-116.55,-84.51,-1461401.24,16479.614167,1164.652083,17740.016083,1122.960542
2017-12-21 08-PM,BTCUSD,15457.93,15583.09,15325.0,15381.85,969.29,14979066.94,1513886400000000000,258.09,-76.08,-51.81,10.09,125.0,-76.08,-114.91,-24.27,-503.92,-7712473.5,16422.874167,1161.645833,17731.962417,1109.974583
2017-12-21 09-PM,BTCUSD,15381.85,15839.0,15375.0,15758.31,1427.67,22263536.87,1513890000000000000,464.0,376.46,-76.08,255.91,50.0,376.46,205.91,452.54,458.38,7284469.93,16397.382083,1161.869583,17725.747042,1109.074542
2017-12-21 10-PM,BTCUSD,15758.31,15999.99,15653.06,15760.53,1232.09,19520194.26,1513893600000000000,346.93,2.22,376.46,160.99,278.06,2.22,-117.07,-374.24,-195.58,-2743342.61,16370.90375,1071.41375,17720.287625,1106.814083
2017-12-21 11-PM,BTCUSD,15760.53,15815.02,15555.0,15758.8,1180.75,18524229.42,1513897200000000000,260.02,-1.73,2.22,-184.97,-98.06,-1.73,-86.91,-3.95,-51.34,-995964.84,16340.149583,1069.769167,17715.592,1104.321292
2017-12-22 12-AM,BTCUSD,15758.8,15974.95,15300.0,15309.02,1173.62,18336542.61,1513900800000000000,674.95,-449.78,-1.73,159.93,-255.0,-449.78,414.93,-448.05,-7.13,-187686.81,16281.386667,1073.52625,17709.215208,1101.96575
2017-12-22 01-AM,BTCUSD,15309.02,15390.0,14505.02,14829.05,3941.16,58936808.11,1513904400000000000,884.98,-479.97,-449.78,-584.95,-794.98,-479.97,210.03,-30.19,2767.54,40600265.5,16209.680417,1211.279583,17700.252917,1112.276208
2017-12-22 02-AM,BTCUSD,14829.05,14992.84,13588.88,14168.85,5112.45,73543616.37,1513908000000000000,1403.96,-660.2,-479.97,-397.16,-916.14,-660.2,518.98,-180.23,1171.29,14606808.26,16114.73625,1385.372083,17689.019375,1127.738542
2017-12-22 03-AM,BTCUSD,14168.85,14500.0,12712.0,14250.0,10464.32,143843678.32,1513911600000000000,1788.0,81.15,-660.2,-492.84,-876.88,81.15,384.04,741.35,5351.87,70300061.95,16002.215833,1769.4475,17679.636042,1162.45825
2017-12-22 04-AM,BTCUSD,14250.0,15297.98,14038.01,14960.48,5878.94,86799372.81,1513915200000000000,1259.97,710.48,81.15,797.98,1326.01,710.48,-528.03,629.33,-4585.38,-57044305.51,15919.319583,1959.12,17673.404708,1181.863125
2017-12-22 05-AM,BTCUSD,14960.48,15069.0,14107.19,14307.86,2368.08,34610144.96,1513918800000000000,961.81,-652.62,710.48,-228.98,69.18,-652.62,-298.16,-1363.1,-3510.86,-52189227.85,15812.563333,2031.224167,17663.1625,1186.31225
2017-12-22 06-AM,BTCUSD,14307.86,14660.0,13700.0,13700.0,1715.06,24298904.79,1513922400000000000,960.0,-607.86,-652.62,-409.0,-407.19,-607.86,-1.81,44.76,-653.02,-10311240.17,15665.776667,2077.564583,17650.387542,1193.458333
2017-12-22 07-AM,BTCUSD,13700.0,13988.0,12805.0,13660.91,4817.21,64615764.37,1513926000000000000,1183.0,-39.09,-607.86,-672.0,-895.0,-39.09,223.0,568.77,3102.15,40316859.58,15517.68875,2248.43625,17636.815625,1209.188583
2017-12-22 08-AM,BTCUSD,13660.91,13888.0,13250.0,13550.01,1999.18,27037711.4,1513929600000000000,638.0,-110.9,-39.09,-100.0,445.0,-110.9,-545.0,-71.81,-2818.03,-37578052.97,15376.020833,2312.679167,17622.14675,1212.482542
2017-12-22 09-AM,BTCUSD,13550.01,14249.98,13550.01,14026.48,1372.93,19075108.33,1513933200000000000,699.97,476.47,-110.9,361.98,300.01,476.47,61.97,587.37,-626.25,-7962603.07,15253.752917,2362.954583,17609.736083,1215.913708
2017-12-22 10-AM,BTCUSD,14026.48,14699.99,13900.0,14250.01,1121.66,16109039.04,1513936800000000000,799.99,223.53,476.47,450.01,349.99,223.53,100.02,-252.94,-251.27,-2966069.29,15150.32125,2392.822917,17598.861125,1218.491625
2017-12-22 11-AM,BTCUSD,14250.01,14330.87,13709.94,14039.65,925.37,12899576.68,1513940400000000000,620.93,-210.36,223.53,-369.12,-190.06,-210.36,-179.06,-433.89,-196.29,-3209462.36,15037.238333,2417.272917,17586.959792,1220.253917
2017-12-22 12-PM,BTCUSD,14039.65,14300.0,13600.0,13795.34,887.34,12412992.59,1513944000000000000,700.0,-244.31,-210.36,-30.87,-109.94,-244.31,79.07,-33.95,-38.03,-486584.09,14912.131667,2441.390417,17574.232042,1219.376417
2017-12-22 01-PM,BTCUSD,13795.34,13836.17,12094.0,12094.0,4485.08,57247790.44,1513947600000000000,1742.17,-1701.34,-244.31,-463.83,-1506.0,-1701.34,1042.17,-1457.03,3597.74,44834797.85,14734.643333,2595.152083,17552.248792,1229.14675
2017-12-22 02-PM,BTCUSD,12094.0,12590.0,10400.0,12118.88,10455.68,120578049.44,1513951200000000000,2190.0,24.88,-1701.34,-1246.17,-1694.0,24.88,447.83,1726.22,5970.6,63330259.0,14566.695417,2990.514583,17531.641875,1269.549
2017-12-22 03-PM,BTCUSD,12118.88,13595.0,11750.0,13300.0,7660.1,99146511.59,1513954800000000000,1845.0,1181.12,24.88,1005.0,1350.0,1181.12,-345.0,1156.24,-2795.58,-21431537.85,14466.695833,3183.942083,17515.115167,1295.694708
2017-12-22 04-PM,BTCUSD,13300.0,13300.0,12151.62,12972.04,4594.25,59073443.24,1513958400000000000,1148.38,-327.96,1181.12,-295.0,401.62,-327.96,-696.62,-1509.08,-3065.85,-40073068.35,14350.1975,3296.4,17496.7195,1310.046625
2017-12-22 05-PM,BTCUSD,12972.04,13450.0,12747.86,13130.13,1791.29,23576151.46,1513962000000000000,702.14,158.09,-327.96,150.0,596.24,158.09,-446.24,486.05,-2802.96,-35497291.78,14253.744583,3275.185417,17477.661583,1308.091083
2017-12-22 06-PM,BTCUSD,13130.13,13499.99,12600.0,13489.0,2583.68,34143788.26,1513965600000000000,899.99,358.87,158.09,49.99,-147.86,358.87,197.85,200.78,792.39,10567636.8,14169.547083,3317.93375,17459.745333,1301.059458
2017-12-22 07-PM,BTCUSD,13489.0,13599.0,13000.0,13410.0,2938.49,39302834.6,1513969200000000000,599.0,-79.0,358.87,99.01,400.0,-79.0,-300.99,-437.87,354.81,5159046.34,14084.216667,3378.987083,17441.821875,1306.424667
2017-12-22 08-PM,BTCUSD,13410.0,14826.02,13301.07,14790.0,4873.68,68589246.58,1513972800000000000,1524.95,1380.0,-79.0,1227.02,301.07,1380.0,925.95,1459.0,1935.19,29286411.98,14059.55625,3541.67,17430.442708,1321.323458
2017-12-22 09-PM,BTCUSD,14790.0,14791.12,14200.0,14475.04,3015.24,43776100.86,1513976400000000000,591.12,-314.96,1380.0,-34.9,898.93,-314.96,-933.83,-1694.96,-1858.44,-24813145.72,14006.086667,3607.81875,17417.52625,1329.403875
2017-12-22 10-PM,BTCUSD,14475.04,15490.0,14449.0,15452.97,2737.31,41251206.92,1513980000000000000,1041.0,977.93,-314.96,698.88,249.0,977.93,449.88,1292.89,-277.93,-2524893.94,13993.271667,3670.53625,17407.755375,1333.44525
2017-12-22 11-PM,BTCUSD,15452.97,15452.98,13724.22,14210.57,4041.97,58566556.93,1513983600000000000,1728.76,-1242.4,977.93,-37.02,-724.78,-1242.4,687.76,-2220.33,1304.66,17315350.01,13928.762083,3789.75375,17393.090583,1344.619083
2017-12-23 12-AM,BTCUSD,14210.57,14790.0,14139.79,14470.99,1963.23,28350430.86,1513987200000000000,650.21,260.42,-1242.4,-662.98,415.57,260.42,-1078.55,1502.82,-2078.74,-30216126.07,13893.844167,3822.654167,17379.057208,1347.708042
2017-12-23 01-AM,BTCUSD,14470.99,14591.0,14200.0,14350.01,1149.22,16531196.92,1513990800000000000,391.0,-120.98,260.42,-199.0,60.21,-120.98,-259.21,-381.4,-814.01,-11819233.94,13873.884167,3706.323333,17365.413708,1348.126042
2017-12-23 02-AM,BTCUSD,14350.01,14740.0,14350.01,14550.0,1343.22,19528838.48,1513994400000000000,389.99,199.99,-120.98,149.0,150.01,199.99,-1.01,320.97,194.0,2997641.56,13889.765417,3549.272083,17353.959542,1342.111375
2017-12-23 03-AM,BTCUSD,14550.0,14980.0,14389.09,14976.01,1294.09,18979612.57,1513998000000000000,590.91,426.01,199.99,240.0,39.08,426.01,200.92,226.02,-49.13,-549225.91,13920.015833,3167.179167,17345.12375,1340.779375
2017-12-23 04-AM,BTCUSD,14976.01,14991.99,14700.0,14799.99,1137.42,16918534.52,1514001600000000000,291.99,-176.02,426.01,11.99,310.91,-176.02,-298.92,-602.03,-156.67,-2061078.05,13913.32875,2969.615833,17335.657792,1338.543917
2017-12-23 05-AM,BTCUSD,14799.99,14850.0,14000.0,14318.74,1522.27,21906343.37,1514005200000000000,850.0,-481.25,-176.02,-141.99,-700.0,-481.25,558.01,-305.23,384.85,4987808.85,13913.782083,2934.37375,17323.485875,1339.671458
2017-12-23 06-AM,BTCUSD,14318.74,14344.99,13750.0,14277.5,1711.83,24044310.57,1514008800000000000,594.99,-41.24,-481.25,-505.01,-250.0,-41.24,-255.01,440.01,189.56,2137967.2,13937.844583,2934.239167,17311.149292,1344.39875
2017-12-23 07-AM,BTCUSD,14277.5,14693.0,14194.68,14503.02,906.1,13132209.63,1514012400000000000,498.32,225.52,-41.24,348.01,444.68,225.52,-96.67,266.76,-805.73,-10912100.94,13972.9325,2771.27625,17299.828458,1346.26075
2017-12-23 08-AM,BTCUSD,14503.02,14800.0,14463.14,14625.83,541.6,7961365.53,1514016000000000000,336.86,122.81,225.52,107.0,268.46,122.81,-161.46,-102.71,-364.5,-5170844.1,14017.758333,2710.54375,17288.894417,1346.937167
2017-12-23 09-AM,BTCUSD,14625.83,14873.0,14452.0,14863.52,574.34,8435579.04,1514019600000000000,421.0,237.69,122.81,73.0,-11.14,237.69,84.14,114.88,32.74,474213.51,14052.635,2677.269167,17278.95075,1347.80125
2017-12-23 10-AM,BTCUSD,14863.52,15142.5,14684.44,15080.98,637.27,9505743.71,1514023200000000000,458.06,217.46,237.69,269.5,232.44,217.46,37.06,-20.23,62.93,1070164.67,14087.25875,2657.08625,17270.075625,1348.317125
2017-12-23 11-AM,BTCUSD,15080.98,15456.45,15065.89,15456.45,688.09,10494074.19,1514026800000000000,390.56,375.47,217.46,313.95,381.45,375.47,-67.5,158.01,50.82,988330.48,14146.292083,2647.199583,17262.602583,1348.881458
2017-12-23 12-PM,BTCUSD,15456.45,15465.0,15057.45,15325.0,1031.88,15759709.42,1514030400000000000,407.55,-131.45,375.47,8.55,-8.44,-131.45,16.99,-506.92,343.79,5265635.23,14210.027917,2653.222083,17253.060917,1348.161
2017-12-23 01-PM,BTCUSD,15325.0,15400.0,15150.0,15400.0,792.82,12129711.58,1514034000000000000,250.0,75.0,-131.45,-65.0,92.55,75.0,-157.55,206.45,-239.06,-3629997.84,14347.777917,2499.377917,17244.723333,1348.614
2017-12-23 02-PM,BTCUSD,15400.0,15997.8,15399.99,15997.79,1633.32,25674165.66,1514037600000000000,597.81,597.79,75.0,597.8,249.99,597.79,347.81,522.79,840.5,13544454.08,14509.399167,2131.779583,17239.089167,1351.933458
2017-12-23 03-PM,BTCUSD,15997.79,16261.0,15307.23,15501.0,2332.38,36993206.2,1514041200000000000,953.77,-496.79,597.79,263.2,-92.76,-496.79,355.96,-1094.58,699.06,11319040.54,14601.1075,1909.79125,17231.932375,1357.907
2017-12-23 04-PM,BTCUSD,15501.0,15774.99,15344.0,15771.85,1677.69,26139292.59,1514044800000000000,430.99,270.85,-496.79,-486.01,36.77,270.85,-522.78,767.64,-654.69,-10853913.61,14717.76625,1788.267917,17226.815083,1360.263042
2017-12-23 05-PM,BTCUSD,15771.85,15771.86,15303.0,15590.44,1524.54,23685339.39,1514048400000000000,468.86,-181.41,270.85,-3.13,-41.0,-181.41,37.87,-452.26,-153.15,-2453953.2,14820.279167,1777.153333,17221.983583,1358.264333
2017-12-23 06-PM,BTCUSD,15590.44,15686.48,15556.0,15574.48,640.66,10008069.1,1514052000000000000,130.48,-15.96,-181.41,-85.38,253.0,-15.96,-338.38,165.45,-883.88,-13677270.29,14907.174167,1696.194167,17218.548,1345.421542
2017-12-23 07-PM,BTCUSD,15574.48,15649.0,15574.0,15611.15,612.9,9569290.54,1514055600000000000,75.0,36.67,-15.96,-37.48,18.0,36.67,-55.48,52.63,-27.76,-438778.56,14998.88875,1599.294583,17214.330125,1341.158417
2017-12-23 08-PM,BTCUSD,15611.15,15891.0,15611.14,15765.51,1138.86,17957898.06,1514059200000000000,279.86,154.36,36.67,242.0,37.14,154.36,204.86,117.69,525.96,8388607.52,15039.535,1443.677083,17211.600083,1341.168667
2017-12-23 09-PM,BTCUSD,15765.51,15945.0,15765.5,15830.71,772.75,12256367.01,1514062800000000000,179.5,65.2,154.36,54.0,154.36,65.2,-100.36,-89.16,-366.11,-5701531.05,15096.02125,1350.24,17206.936083,1338.036208
2017-12-23 10-PM,BTCUSD,15830.71,15888.0,15376.0,15400.0,954.67,14966673.2,1514066400000000000,512.0,-430.71,65.2,-57.0,-389.5,-430.71,332.5,-495.91,181.92,2710306.19,15093.814167,1275.963333,17201.274083,1339.525875
2017-12-23 11-PM,BTCUSD,15400.0,15598.01,14680.0,15065.51,1779.81,26853757.43,1514070000000000000,918.01,-334.49,-430.71,-289.99,-696.0,-334.49,406.01,96.22,825.14,11887084.23,15129.436667,1181.706667,17194.507,1343.34825
2017-12-24 12-AM,BTCUSD,15065.51,15109.27,14567.0,14955.63,1297.58,19275507.72,1514073600000000000,542.27,-109.88,-334.49,-488.74,-113.0,-109.88,-375.74,224.61,-482.23,-7578249.71,15149.63,1153.97125,17186.426292,1345.832792
2017-12-24 01-AM,BTCUSD,14955.63,15090.52,14500.0,14515.65,1068.02,15725675.46,1514077200000000000,590.52,-439.98,-109.88,-18.75,-67.0,-439.98,48.25,-330.1,-229.56,-3549832.26,15156.531667,1150.587917,17177.199833,1347.607958
2017-12-24 02-AM,BTCUSD,14515.65,14605.33,13818.0,13844.9,2139.4,30378008.65,1514080800000000000,787.33,-670.75,-439.98,-485.19,-682.0,-670.75,196.81,-230.77,1071.38,14652333.19,15127.1525,1183.762083,17166.492333,1352.156083
2017-12-24 03-AM,BTCUSD,13844.9,14772.0,13826.99,14567.47,1888.05,27132252.53,1514084400000000000,945.01,722.57,-670.75,166.67,8.99,722.57,157.68,1393.32,-251.35,-3245756.12,15110.13,1208.510417,17158.145208,1357.133542
2017-12-24 04-AM,BTCUSD,14567.47,14633.0,13900.0,14330.01,1158.78,16527811.86,1514088000000000000,733.0,-237.46,722.57,-139.0,73.01,-237.46,-212.01,-960.03,-729.27,-10604440.67,15090.5475,1209.400417,17147.849417,1358.963208
2017-12-24 05-AM,BTCUSD,14330.01,14585.99,14300.0,14525.0,609.44,8804788.79,1514091600000000000,285.99,194.99,-237.46,-47.01,400.0,194.99,-447.01,432.45,-549.34,-7723023.07,15099.141667,1171.365833,17138.786917,1358.5525
2017-12-24 06-AM,BTCUSD,14525.0,14869.99,14522.89,14818.76,603.01,8866872.71,1514095200000000000,347.1,293.76,194.99,284.0,222.89,293.76,61.11,98.77,-6.43,62083.92,15121.694167,1125.165,17130.999333,1359.596875
2017-12-24 07-AM,BTCUSD,14818.76,14945.0,14500.0,14508.72,635.74,9366338.75,1514098800000000000,445.0,-310.04,293.76,75.01,-22.89,-310.04,97.9,-603.8,32.73,499466.04,15121.931667,1113.9,17121.052833,1360.99425
2017-12-24 08-AM,BTCUSD,14508.72,14752.94,14355.55,14694.84,381.76,5555130.77,1514102400000000000,397.39,186.12,-310.04,-192.06,-144.45,186.12,-47.61,496.16,-253.98,-3811207.98,15124.807083,1107.24,17111.281333,1359.279125
2017-12-24 09-AM,BTCUSD,14694.84,14764.71,14190.01,14300.0,439.26,6369951.26,1514106000000000000,574.7,-394.84,186.12,11.77,-165.54,-394.84,177.31,-580.96,57.5,814820.49,15101.327083,1101.611667,17100.707833,1359.5835
2017-12-24 10-AM,BTCUSD,14300.0,14340.43,13776.0,14010.15,847.82,11882999.63,1514109600000000000,564.43,-289.85,-394.84,-424.28,-414.01,-289.85,-10.27,104.99,408.56,5513048.37,15056.709167,1110.384583,17088.488917,1361.773708
2017-12-24 11-AM,BTCUSD,14010.15,14010.15,13573.0,13804.27,1145.02,15715114.97,1514113200000000000,437.15,-205.88,-289.85,-330.28,-203.0,-205.88,-127.28,83.97,297.2,3832115.34,14987.868333,1129.423333,17075.485875,1365.191292
2017-12-24 12-PM,BTCUSD,13804.27,13804.27,13210.0,13685.9,1286.18,17366267.74,1514116800000000000,594.27,-118.37,-205.88,-205.88,-363.0,-118.37,157.12,87.51,141.16,1651152.77,14919.5725,1140.019167,17061.360458,1368.951083
2017-12-24 01-PM,BTCUSD,13685.9,14253.99,13627.98,14134.15,966.76,13514780.74,1514120400000000000,626.01,448.25,-118.37,449.72,417.98,448.25,31.74,566.62,-319.42,-3851487.0,14866.82875,1147.266667,17049.685625,1371.230208
2017-12-24 02-PM,BTCUSD,14134.15,14620.0,13950.0,14414.98,934.17,13283294.79,1514124000000000000,670.0,280.83,448.25,366.01,322.02,280.83,43.99,-167.42,-32.59,-231485.95,14800.878333,1118.135417,17040.706375,1371.3155
2017-12-24 03-PM,BTCUSD,14414.98,14414.98,13665.69,13924.92,1019.18,14298815.02,1514127600000000000,749.29,-490.06,280.83,-205.02,-284.31,-490.06,79.29,-770.89,85.01,1015520.23,14735.208333,1063.41875,17028.889917,1370.768625
2017-12-24 04-PM,BTCUSD,13924.92,14250.0,13879.74,13993.43,922.93,12960315.48,1514131200000000000,370.26,68.51,-490.06,-164.98,214.05,68.51,-379.03,558.57,-96.25,-1338499.54,14661.1075,1031.970417,17017.6125,1371.386583
2017-12-24 05-PM,BTCUSD,13993.43,14109.99,13690.0,13755.02,630.79,8779984.92,1514134800000000000,419.99,-238.41,68.51,-140.01,-189.74,-238.41,49.73,-306.92,-292.14,-4180330.56,14584.631667,994.730833,17004.765542,1370.827625
2017-12-24 06-PM,BTCUSD,13755.02,13850.0,13530.0,13629.1,887.28,12137587.98,1514138400000000000,320.0,-125.92,-238.41,-259.99,-160.0,-125.92,-99.99,112.49,256.49,3357603.06,14503.574167,1005.006667,16991.395125,1371.068167
2017-12-24 07-PM,BTCUSD,13629.1,13725.0,13356.0,13516.38,994.9,13468917.13,1514142000000000000,369.0,-112.72,-125.92,-125.0,-174.0,-112.72,49.0,13.2,107.62,1331329.15,14416.292083,1020.923333,16977.650875,1372.374875
2017-12-24 08-PM,BTCUSD,13516.38,14099.35,13500.0,13883.63,996.61,13750731.33,1514145600000000000,599.35,367.25,-112.72,374.35,144.0,367.25,230.35,479.97,1.71,281814.2,14337.880417,1014.99625,16966.054917,1374.128167
2017-12-24 09-PM,BTCUSD,13883.63,13892.74,13689.72,13718.01,603.39,8327668.06,1514149200000000000,203.02,-165.62,367.25,-206.61,189.72,-165.62,-396.33,-532.87,-393.22,-5423063.27,14249.85125,1007.939583,16953.421625,1372.857833
2017-12-24 10-PM,BTCUSD,13718.01,14149.0,13604.0,14085.01,598.49,8325644.63,1514152800000000000,545.0,367.0,-165.62,256.26,-85.72,367.0,341.98,532.62,-4.9,-2023.43,14195.06,993.09875,16942.321667,1372.663292
2017-12-24 11-PM,BTCUSD,14085.01,14249.98,14035.0,14221.94,759.74,10762553.14,1514156400000000000,214.98,136.93,367.0,100.98,431.0,136.93,-330.02,-230.07,161.25,2436908.51,14159.91125,950.595833,16931.788958,1373.359958
2017-12-25 12-AM,BTCUSD,14221.94,14360.0,14058.68,14168.9,950.72,13552010.72,1514160000000000000,301.32,-53.04,136.93,110.02,23.68,-53.04,86.34,-189.97,190.98,2789457.58,14127.130833,936.143333,16919.396875,1369.888
2017-12-25 01-AM,BTCUSD,14168.9,14180.0,13824.98,14084.01,601.65,8426609.85,1514163600000000000,355.02,-84.89,-53.04,-180.0,-233.7,-84.89,53.7,-31.85,-349.07,-5125400.87,14109.145833,916.71125,16906.588542,1365.046292
2017-12-25 02-AM,BTCUSD,14084.01,14084.01,13680.0,13827.06,828.9,11494659.99,1514167200000000000,404.01,-256.95,-84.89,-95.99,-144.98,-256.95,48.99,-172.06,227.25,3068050.14,14108.4025,862.107083,16891.326292,1351.342958
2017-12-25 03-AM,BTCUSD,13827.06,14075.0,13731.73,13790.97,747.62,10406525.09,1514170800000000000,343.27,-36.09,-256.95,-9.01,51.73,-36.09,-60.74,220.86,-81.28,-1088134.9,14076.048333,814.589167,16876.297,1345.197625
2017-12-25 04-AM,BTCUSD,13790.97,14272.61,13500.0,14169.0,1320.92,18438432.94,1514174400000000000,772.61,378.03,-36.09,197.61,-231.73,378.03,429.34,414.12,573.3,8031907.85,14069.339583,821.345,16863.095417,1345.4625
2017-12-25 05-AM,BTCUSD,14169.0,14274.0,14000.0,14119.22,427.02,6025634.52,1514178000000000000,274.0,-49.78,378.03,1.39,500.0,-49.78,-498.61,-427.81,-893.9,-12412798.42,14052.432083,813.744167,16849.267333,1343.649042
